ID	locution1	locution2	proposition1	proposition2	label
QT50_110	They have failed	was be able to roll into Kyiv within 72 hours.	the Russians failed to roll into Kyiv within 72 hours	the Russians believed, as well as many others, they would be able to roll into Kyiv within 72 hours	1.0
QT50_006	We don't know whether that's going to happen	So it is a theoretical possibility	we don't know whether the Omicron variant being a blessing in disguise is going to happen	it is a theoretical possibility that the new variant is a blessing in disguise	0.0
QT50_538	even at a time like this when finances are stretched, he found an additional £14bn to ensure that the NHS has got really…resources going into the coming years	you're going to say it's not all about money	even at a time like this when finances are stretched Rishi Sunak found an additional £14bn to ensure that the NHS has got resources going into the coming years	AudienceMember20230126QT03 is going to say it's not all about money	1.0
QT50_612	that’s what’s happening in Wales	what we won't do is to cancel a road-building project	what’s happening in Wales is that road-building projects are being cancelled	what we won't do is to cancel a road-building project	1.0
QT30_524	it's a bittersweet thing	I don't want to get soppy about it because the death falling from the skies falling from an aeroplane are still real	it's a bittersweet thing	Nelufar Hedayat doesn't want to get soppy about Afghanistan because the death falling from the skies falling from an aeroplane are still real	0.0
QT50_488	you've got to check if they want it	Liverpool have got a pedigree for singing	one has got to check if Liverpool people want the Eurovision Song Contest	Liverpool have got a pedigree for singing	0.0
QT30_540	we still must be careful	we have to go forward	we still must be careful	we have to go forward	1.0
QT50_177	people need to look at their own local authorities	we keep talking about how much MPs get paid and everybody else	people need to look at their own local authorities	we keep talking about how much MPs get paid and everybody else	0.0
QT50_655	they're outsourcing most of the carbon emissions to China and so on	At the same time, they're saying they're doing such a wonderful job	the Government are outsourcing most of the carbon emissions to China and so on	At the same time, the Government are saying they're doing such a wonderful job	1.0
QT30_484	we don't do it by picking juvenile fights not just with one country but with the entirety of the European Union	we are going to make progress	we don't make process by picking juvenile fights not just with one country but with the entirety of the European Union	we are going to make progress	1.0
QT30_095	but this isn’t going to happen overnight.	We have a plan, we’re going to do this, we’re going to do it together	this isn’t going to happen overnight	we have a plan, we are going to do this, we are going to do it together	0.0
